Estimator,Permuted,ev,fold,mae,modality,model_testing,mse,r2_score,target
RandomForest,no,0.5018487955619516,83,4.0346087824351295,"sMRI, dMRI, fMRI (full MRI)",generalization,24.632091632734532,0.5018386703413558,Age
RandomForest,no,0.4547883319922419,84,3.976046551144772,"sMRI, dMRI, fMRI (full MRI)",validation,24.297226456571565,0.4488467717351605,Age
RandomForest,no,0.5048417939666526,84,4.006299530177154,"sMRI, dMRI, fMRI (full MRI)",generalization,24.48655945555788,0.5047819243683136,Age
RandomForest,no,0.4490296435883554,85,3.9593879240835297,"sMRI, dMRI, fMRI (full MRI)",validation,24.2646044270569,0.4468868980149743,Age
RandomForest,no,0.5029967589001516,85,4.017122310814097,"sMRI, dMRI, fMRI (full MRI)",generalization,24.579128329442,0.5029098042907058,Age
RandomForest,no,0.5596189967191707,86,3.8154927627020383,"sMRI, dMRI, fMRI (full MRI)",validation,21.93597919434541,0.5588854643765935,Age
RandomForest,no,0.5017851600123402,86,4.037691093199429,"sMRI, dMRI, fMRI (full MRI)",generalization,24.63645893261273,0.5017503457302436,Age
RandomForest,no,0.4706545892775194,87,3.882682518635912,"sMRI, dMRI, fMRI (full MRI)",validation,24.71075479495719,0.4653884719967464,Age
RandomForest,no,0.5029027314009917,87,4.0236268359564935,"sMRI, dMRI, fMRI (full MRI)",generalization,24.58392291220875,0.5028128382773499,Age
RandomForest,no,0.4442909303642015,88,4.202564266699958,"sMRI, dMRI, fMRI (full MRI)",validation,27.205043368906388,0.4436645337755877,Age
RandomForest,no,0.5005282555555117,88,4.040633978251358,"sMRI, dMRI, fMRI (full MRI)",generalization,24.69800500219872,0.5005056332503877,Age
RandomForest,no,0.5132859925320253,89,4.043498609464296,"sMRI, dMRI, fMRI (full MRI)",validation,25.007252826408852,0.5104666692792492,Age
RandomForest,no,0.50499740517793,89,4.0235284805700084,"sMRI, dMRI, fMRI (full MRI)",generalization,24.481292871846108,0.5048884361653518,Age
RandomForest,no,0.4966833796878787,90,3.7769236080348616,"sMRI, dMRI, fMRI (full MRI)",validation,22.274607004628766,0.4950909891792665,Age
RandomForest,no,0.5060168415067705,90,4.007670120965901,"sMRI, dMRI, fMRI (full MRI)",generalization,24.42744554759036,0.5059774486231554,Age
RandomForest,no,0.462701904287597,91,4.263937194542818,"sMRI, dMRI, fMRI (full MRI)",validation,26.942449130393356,0.4615917861514754,Age
RandomForest,no,0.5066854719154631,91,4.003879345765113,"sMRI, dMRI, fMRI (full MRI)",generalization,24.392438221615834,0.5066854394960086,Age
RandomForest,no,0.4573971962054636,92,4.34975108627102,"sMRI, dMRI, fMRI (full MRI)",validation,28.286102078262253,0.4565252691321618,Age
RandomForest,no,0.4995411169879402,92,4.044274953287571,"sMRI, dMRI, fMRI (full MRI)",generalization,24.747356930391483,0.4995075360308623,Age
RandomForest,no,0.5217542175649894,93,3.9178735140249867,"sMRI, dMRI, fMRI (full MRI)",validation,23.034803566147485,0.520787486895459,Age
RandomForest,no,0.50472442288149,93,4.025664677550537,"sMRI, dMRI, fMRI (full MRI)",generalization,24.493118058635503,0.5046492826715154,Age
