,Estimator,Permuted,ev,fold,imputation_strategy,mae,model_testing,mse,r2_score,target,variable
174,RandomForest,no,0.022117850417659343,87,median,5.6994695179314805,validation,45.58426328373068,0.013794890150780949,Age,Early Life (EL)
175,RandomForest,no,0.024762879919494662,87,median,5.8643077293769394,generalization,48.23154009251847,0.024561596220976426,Age,Early Life (EL)
176,RandomForest,no,0.049501945758751,88,median,5.805545449028343,validation,46.663686128005494,0.04574077586492864,Age,Early Life (EL)
177,RandomForest,no,0.025835367466877316,88,median,5.878070517739892,generalization,48.176481475043204,0.02567510596670175,Age,Early Life (EL)
178,RandomForest,no,0.007606279074729882,89,median,5.981396636552336,validation,50.747890136300114,0.0065768576051435925,Age,Early Life (EL)
179,RandomForest,no,0.022510683598173983,89,median,5.861621254265173,generalization,48.34794630373359,0.022207387986285517,Age,Early Life (EL)
180,RandomForest,no,0.03764733175832902,90,median,5.511611464551176,validation,42.602184853699285,0.03431620549743386,Age,Early Life (EL)
181,RandomForest,no,0.024328205139580783,90,median,5.880289790948048,generalization,48.252191107806155,0.02414394848777135,Age,Early Life (EL)
182,RandomForest,no,0.016465416843157277,91,median,5.882005040864117,validation,49.51685422179042,0.010472993456377422,Age,Early Life (EL)
183,RandomForest,no,0.023925198123930014,91,median,5.860705215680258,generalization,48.305040663075154,0.02307511498726256,Age,Early Life (EL)
184,RandomForest,no,0.03369720107170682,92,median,6.0177304648620735,validation,50.33886032803058,0.03281482569510552,Age,Early Life (EL)
185,RandomForest,no,0.02451776242701686,92,median,5.860518576802003,generalization,48.25012469380952,0.02418573980454375,Age,Early Life (EL)
186,RandomForest,no,0.038753754872736364,93,median,5.787310709294452,validation,46.23514228160299,0.03813120598628994,Age,Early Life (EL)
187,RandomForest,no,0.02562608507183284,93,median,5.860348117876942,generalization,48.1952794630697,0.025294934000398058,Age,Early Life (EL)
188,RandomForest,no,0.02515621708137039,94,median,6.105611848106937,validation,51.30818893926545,0.025088595610584297,Age,Early Life (EL)
189,RandomForest,no,0.02392312140321406,94,median,5.864479240807028,generalization,48.28763755272335,0.02342707683939882,Age,Early Life (EL)
190,RandomForest,no,0.04717122215728431,95,median,5.739099810689473,validation,46.62953832373472,0.046734891512865584,Age,Early Life (EL)
191,RandomForest,no,0.023688321800377832,95,median,5.878824203753803,generalization,48.29232966378827,0.02333218322168018,Age,Early Life (EL)
192,RandomForest,no,0.007300485906957198,96,median,5.4253428493498,validation,42.42669231247154,0.006667607661196451,Age,Early Life (EL)
193,RandomForest,no,0.0198263578228568,96,median,5.886811577765895,generalization,48.47508793969558,0.019636065689739968,Age,Early Life (EL)
194,RandomForest,no,0.05763373985118514,97,median,5.703643054431907,validation,44.678362216107956,0.047574151994611125,Age,Early Life (EL)
195,RandomForest,no,0.02434388010594257,97,median,5.881642018080728,generalization,48.24496909867575,0.02429000695998096,Age,Early Life (EL)
196,RandomForest,no,0.04280467038400648,98,median,5.694028486764831,validation,45.18864848809115,0.04222733303735093,Age,Early Life (EL)
197,RandomForest,no,0.023292472642027384,98,median,5.8693837835059455,generalization,48.312620084971286,0.02292182817158628,Age,Early Life (EL)
198,RandomForest,no,0.018720576725156143,99,median,6.1701123870930665,validation,52.40149298012032,0.017606336512955626,Age,Early Life (EL)
199,RandomForest,no,0.026986980307891262,99,median,5.852058464652803,generalization,48.14309827144274,0.02635025046282602,Age,Early Life (EL)
0,RandomForest,no,0.5980595283321121,0,median,3.4156879135468863,validation,18.41200861505212,0.5978037718958564,Age,Life style (LS)
1,RandomForest,no,0.6054251478031054,0,median,3.5234174446250752,generalization,19.510883585368195,0.6054103786791158,Age,Life style (LS)
2,RandomForest,no,0.5685994940339488,1,median,3.666625174180578,validation,20.69772932021971,0.5651260513885472,Age,Life style (LS)
3,RandomForest,no,0.6062410770537605,1,median,3.522819754219116,generalization,19.47096566031389,0.6062176818882288,Age,Life style (LS)
