Estimator,Permuted,Type,fold,group,model_testing,roc,target
RandomForest,no,Imaging,29,low vs high,validation,0.8375039099155459,Age
RandomForest,no,Imaging,29,low vs high,generalization,0.8556979647324872,Age
RandomForest,no,Imaging,30,low vs high,validation,0.8453358208955224,Age
RandomForest,no,Imaging,30,low vs high,generalization,0.8660333416120923,Age
RandomForest,no,Imaging,31,low vs high,validation,0.8596949891067538,Age
RandomForest,no,Imaging,31,low vs high,generalization,0.8719412164546868,Age
RandomForest,no,Imaging,32,low vs high,validation,0.8748497310977539,Age
RandomForest,no,Imaging,32,low vs high,generalization,0.8553297778242551,Age
RandomForest,no,Imaging,33,low vs high,validation,0.8530689505368336,Age
RandomForest,no,Imaging,33,low vs high,generalization,0.8697228358670692,Age
RandomForest,no,Imaging,34,low vs high,validation,0.8458107180734917,Age
RandomForest,no,Imaging,34,low vs high,generalization,0.8693562829244063,Age
RandomForest,no,Imaging,35,low vs high,validation,0.8902325581395348,Age
RandomForest,no,Imaging,35,low vs high,generalization,0.8682468203030026,Age
RandomForest,no,Imaging,36,low vs high,validation,0.8660088127598833,Age
RandomForest,no,Imaging,36,low vs high,generalization,0.8571739802965538,Age
RandomForest,no,Imaging,37,low vs high,validation,0.8675,Age
RandomForest,no,Imaging,37,low vs high,generalization,0.8590241739759393,Age
RandomForest,no,Imaging,38,low vs high,validation,0.8714658547194433,Age
RandomForest,no,Imaging,38,low vs high,generalization,0.8686150072112347,Age
RandomForest,no,Imaging,39,low vs high,validation,0.8952464788732395,Age
RandomForest,no,Imaging,39,low vs high,generalization,0.8719384931787384,Age
RandomForest,no,Imaging,40,low vs high,validation,0.8621031746031746,Age
RandomForest,no,Imaging,40,low vs high,generalization,0.8734134194324257,Age
RandomForest,no,Imaging,41,low vs high,validation,0.8623565891472867,Age
RandomForest,no,Imaging,41,low vs high,generalization,0.8708339324540421,Age
RandomForest,no,Imaging,42,low vs high,validation,0.8644553644553644,Age
RandomForest,no,Imaging,42,low vs high,generalization,0.8586494512054309,Age
RandomForest,no,Imaging,43,low vs high,validation,0.8376550868486352,Age
RandomForest,no,Imaging,43,low vs high,generalization,0.8527415763628361,Age
RandomForest,no,Imaging,44,low vs high,validation,0.862706332768468,Age
RandomForest,no,Imaging,44,low vs high,generalization,0.865670601255757,Age
RandomForest,no,Imaging,45,low vs high,validation,0.8654883720930232,Age
RandomForest,no,Imaging,45,low vs high,generalization,0.8704613883042923,Age
RandomForest,no,Imaging,46,low vs high,validation,0.8787004282256563,Age
RandomForest,no,Imaging,46,low vs high,generalization,0.8686150072112347,Age
RandomForest,no,Imaging,47,low vs high,validation,0.8617931547619048,Age
RandomForest,no,Imaging,47,low vs high,generalization,0.8630742299664927,Age
RandomForest,no,Imaging,48,low vs high,validation,0.8774193548387097,Age
RandomForest,no,Imaging,48,low vs high,generalization,0.8678753654636323,Age
RandomForest,no,Imaging,49,low vs high,validation,0.8728190428713858,Age
RandomForest,no,Imaging,49,low vs high,generalization,0.8745239713642088,Age
RandomForest,no,Imaging,50,low vs high,validation,0.8818824404761905,Age
RandomForest,no,Imaging,50,low vs high,generalization,0.8689891853265534,Age
RandomForest,no,Imaging,51,low vs high,validation,0.8779527559055118,Age
RandomForest,no,Imaging,51,low vs high,generalization,0.8704613883042923,Age
